fila_bronze,viaje_id,order_id,camion_id_tratado,producto_id,timestamp_bolivia,temp_c,humedad_pct,objetivo_c,tolerancia_c,desvio_respecto_umbral_c,temp_lag1_c,temp_lag2_c,cambio_temp_c,pendiente_c_por_min,temp_media_historica_3,temp_max_historica_3,minutos_desde_inicio,categoria_logistica_tratada,tipo_camion_tratado,capacidad_kg_tratada,centro_distribucion_tratado,cantidad_solicitada_tratado,tiempo_entrega_prometido_hrs_tratado,temperatura_imputada_x,humedad_imputada,clasificacion_objetivo_60min,max_desvio_termico_proximos_60min_c,n_lecturas_futuras_60min,apta_clasificacion_60min,apta_regresion_60min,eventos_previos_60m,eventos_previos_180m,eventos_previos_24h,alertas_temp_previas_60m,alertas_temp_previas_180m,alertas_temp_previas_24h,fallas_motor_previas_24h,eventos_alta_previos_24h,eventos_no_reconocidos_previos_24h,reconocimiento_faltante_previos_24h,minutos_desde_ultimo_evento,minutos_desde_ultima_alerta_temp,umbral_eventos_temp_cabina_c,geocerca_eventos_radio_km,ultimo_mantenimiento_eventos,dias_desde_ultimo_mantenimiento_eventos,tiene_evento_previo_24h,tiene_alerta_temp_previa_24h
22721,VIA-00947,ORD-2026-03943,CAM-22,PROD-001,2026-08-12 12:37:00,4.16,73.6,4.0,2.0,-1.84,4.11,3.39,0.0499999999999998,0.0016666666666666,3.8866666666666663,4.16,480.0,Fresco,Refrigerado,8000,Cochabamba,283.0,48.0,False,False,0,-0.8700000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,,,8.8,36.2,2026-07-19,24.525694444444444,False,False
22722,VIA-00947,ORD-2026-03943,CAM-22,PROD-001,2026-08-12 13:07:00,3.57,77.1,4.0,2.0,-1.5699999999999998,4.16,4.11,-0.5900000000000003,-0.0196666666666666,3.9466666666666663,4.16,510.0,Fresco,Refrigerado,8000,Cochabamba,283.0,48.0,False,False,0,-0.8700000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,,,8.8,36.2,2026-07-19,24.54652777777778,False,False
22723,VIA-00947,ORD-2026-03943,CAM-22,PROD-001,2026-08-12 13:37:00,5.13,81.1,4.0,2.0,-0.8700000000000001,3.57,4.16,1.56,0.052,4.286666666666666,5.13,540.0,Fresco,Refrigerado,8000,Cochabamba,283.0,48.0,False,False,0,-1.3200000000000005,2,True,True,0,0,0,0,0,0,0,0,0,0,,,8.8,36.2,2026-07-19,24.56736111111111,False,False
22724,VIA-00947,ORD-2026-03943,CAM-22,PROD-001,2026-08-12 14:07:00,4.55,73.5,4.0,2.0,-1.4500000000000002,5.13,3.57,-0.5800000000000001,-0.0193333333333333,4.416666666666667,5.13,570.0,Fresco,Refrigerado,8000,Cochabamba,283.0,48.0,False,False,0,-1.3200000000000005,2,True,True,0,0,0,0,0,0,0,0,0,0,,,8.8,36.2,2026-07-19,24.588194444444444,False,False
22725,VIA-00947,ORD-2026-03943,CAM-22,PROD-001,2026-08-12 14:37:00,4.68,75.1,4.0,2.0,-1.3200000000000005,4.55,5.13,0.1299999999999999,0.0043333333333333,4.786666666666666,5.13,600.0,Fresco,Refrigerado,8000,Cochabamba,283.0,48.0,False,False,0,-0.3700000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,,,8.8,36.2,2026-07-19,24.60902777777778,False,False
22726,VIA-00947,ORD-2026-03943,CAM-22,PROD-001,2026-08-12 15:07:00,4.11,58.6,4.0,2.0,-1.89,4.68,4.55,-0.5699999999999994,-0.0189999999999999,4.446666666666666,4.68,630.0,Fresco,Refrigerado,8000,Cochabamba,283.0,48.0,False,False,0,-0.3700000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,,,8.8,36.2,2026-07-19,24.62986111111111,False,False
22727,VIA-00947,ORD-2026-03943,CAM-22,PROD-001,2026-08-12 15:37:00,2.37,81.7,4.0,2.0,-0.3700000000000001,4.11,4.68,-1.7400000000000002,-0.058,3.72,4.68,660.0,Fresco,Refrigerado,8000,Cochabamba,283.0,48.0,False,False,0,-1.36,1,True,True,0,0,0,0,0,0,0,0,0,0,,,8.8,36.2,2026-07-19,24.650694444444444,False,False
22728,VIA-00947,ORD-2026-03943,CAM-22,PROD-001,2026-08-12 16:07:00,3.36,79.4,4.0,2.0,-1.36,2.37,4.11,0.9899999999999998,0.0329999999999999,3.28,4.11,690.0,Fresco,Refrigerado,8000,Cochabamba,283.0,48.0,False,False,0,,0,True,False,0,0,0,0,0,0,0,0,0,0,,,8.8,36.2,2026-07-19,24.67152777777778,False,False
22729,VIA-00948,ORD-2026-02486,CAM-20,PROD-026,2026-08-13 09:40:00,3.79,80.5,4.0,2.0,-1.79,,,,,3.79,3.79,0.0,Fresco,Refrigerado,12000,Oruro,428.0,72.0,False,False,0,-1.04,2,True,True,0,0,0,0,0,0,0,0,0,0,3972.0,,7.6,24.8,2026-07-22,22.40277777777778,False,False
22730,VIA-00948,ORD-2026-02486,CAM-20,PROD-026,2026-08-13 10:10:00,4.96,76.9,4.0,2.0,-1.04,3.79,,1.17,0.039,4.375,4.96,30.0,Fresco,Refrigerado,12000,Oruro,428.0,72.0,False,False,0,-1.4299999999999995,2,True,True,0,0,0,0,0,0,0,0,0,0,4002.0,,7.6,24.8,2026-07-22,22.42361111111111,False,False
22731,VIA-00948,ORD-2026-02486,CAM-20,PROD-026,2026-08-13 10:40:00,4.22,81.4,4.0,2.0,-1.7800000000000002,4.96,3.79,-0.7400000000000002,-0.0246666666666666,4.323333333333333,4.96,60.0,Fresco,Refrigerado,12000,Oruro,428.0,72.0,False,False,0,-1.4299999999999995,2,True,True,0,0,0,0,0,0,0,0,0,0,4032.0,,7.6,24.8,2026-07-22,22.444444444444443,False,False
22732,VIA-00948,ORD-2026-02486,CAM-20,PROD-026,2026-08-13 11:10:00,4.57,88.5,4.0,2.0,-1.4299999999999995,4.22,4.96,0.3500000000000005,0.0116666666666666,4.583333333333333,4.96,90.0,Fresco,Refrigerado,12000,Oruro,428.0,72.0,False,False,0,-1.52,2,True,True,0,0,0,0,0,0,0,0,0,0,4062.0,,7.6,24.8,2026-07-22,22.46527777777778,False,False
22733,VIA-00948,ORD-2026-02486,CAM-20,PROD-026,2026-08-13 11:40:00,3.52,79.8,4.0,2.0,-1.52,4.57,4.22,-1.0500000000000005,-0.035,4.1033333333333335,4.57,120.0,Fresco,Refrigerado,12000,Oruro,428.0,72.0,False,False,0,-1.1799999999999995,2,True,True,0,0,0,0,0,0,0,0,0,0,4092.0,,7.6,24.8,2026-07-22,22.48611111111111,False,False
22734,VIA-00948,ORD-2026-02486,CAM-20,PROD-026,2026-08-13 12:10:00,4.04,70.5,4.0,2.0,-1.96,3.52,4.57,0.52,0.0173333333333333,4.043333333333333,4.57,150.0,Fresco,Refrigerado,12000,Oruro,428.0,72.0,False,False,0,-1.1799999999999995,2,True,True,0,0,0,0,0,0,0,0,0,0,4122.0,,7.6,24.8,2026-07-22,22.506944444444443,False,False
22735,VIA-00948,ORD-2026-02486,CAM-20,PROD-026,2026-08-13 12:40:00,4.82,72.7,4.0,2.0,-1.1799999999999995,4.04,3.52,0.7800000000000002,0.026,4.126666666666666,4.82,180.0,Fresco,Refrigerado,12000,Oruro,428.0,72.0,False,False,0,-1.5300000000000002,2,True,True,0,0,0,0,0,0,0,0,0,0,4152.0,,7.6,24.8,2026-07-22,22.52777777777778,False,False
22736,VIA-00948,ORD-2026-02486,CAM-20,PROD-026,2026-08-13 13:10:00,4.47,75.7,4.0,2.0,-1.5300000000000002,4.82,4.04,-0.3500000000000005,-0.0116666666666666,4.443333333333333,4.82,210.0,Fresco,Refrigerado,12000,Oruro,428.0,72.0,False,False,0,-1.85,2,True,True,0,0,0,0,0,0,0,0,0,0,4182.0,,7.6,24.8,2026-07-22,22.54861111111111,False,False
22737,VIA-00948,ORD-2026-02486,CAM-20,PROD-026,2026-08-13 13:40:00,3.92,67.6,4.0,2.0,-1.92,4.47,4.82,-0.5499999999999998,-0.0183333333333333,4.403333333333333,4.82,240.0,Fresco,Refrigerado,12000,Oruro,428.0,72.0,False,False,0,-1.63,2,True,True,0,0,0,0,0,0,0,0,0,0,4212.0,,7.6,24.8,2026-07-22,22.569444444444443,False,False
22738,VIA-00948,ORD-2026-02486,CAM-20,PROD-026,2026-08-13 14:10:00,3.85,66.6,4.0,2.0,-1.85,3.92,4.47,-0.0699999999999998,-0.0023333333333333,4.079999999999999,4.47,270.0,Fresco,Refrigerado,12000,Oruro,428.0,72.0,False,False,0,-1.63,2,True,True,0,0,0,0,0,0,0,0,0,0,4242.0,,7.6,24.8,2026-07-22,22.59027777777778,False,False
22739,VIA-00948,ORD-2026-02486,CAM-20,PROD-026,2026-08-13 14:40:00,3.63,72.1,4.0,2.0,-1.63,3.85,3.92,-0.2200000000000002,-0.0073333333333333,3.8,3.92,300.0,Fresco,Refrigerado,12000,Oruro,428.0,72.0,False,False,0,-0.96,2,True,True,0,0,0,0,0,0,0,0,0,0,4272.0,,7.6,24.8,2026-07-22,22.61111111111111,False,False
22740,VIA-00948,ORD-2026-02486,CAM-20,PROD-026,2026-08-13 15:10:00,3.67,76.3,4.0,2.0,-1.67,3.63,3.85,0.04,0.0013333333333333,3.7166666666666655,3.85,330.0,Fresco,Refrigerado,12000,Oruro,428.0,72.0,False,False,0,-0.96,2,True,True,0,0,0,0,0,0,0,0,0,0,4302.0,,7.6,24.8,2026-07-22,22.631944444444443,False,False
22741,VIA-00948,ORD-2026-02486,CAM-20,PROD-026,2026-08-13 15:40:00,2.96,74.7,4.0,2.0,-0.96,3.67,3.63,-0.71,-0.0236666666666666,3.42,3.67,360.0,Fresco,Refrigerado,12000,Oruro,428.0,72.0,False,False,0,-1.3199999999999998,2,True,True,0,0,0,0,0,0,0,0,0,0,4332.0,,7.6,24.8,2026-07-22,22.65277777777778,False,False
22742,VIA-00948,ORD-2026-02486,CAM-20,PROD-026,2026-08-13 16:10:00,3.32,80.1,4.0,2.0,-1.3199999999999998,2.96,3.67,0.3599999999999999,0.0119999999999999,3.3166666666666664,3.67,390.0,Fresco,Refrigerado,12000,Oruro,428.0,72.0,False,False,0,-1.5199999999999996,2,True,True,0,0,0,0,0,0,0,0,0,0,4362.0,,7.6,24.8,2026-07-22,22.67361111111111,False,False
22743,VIA-00948,ORD-2026-02486,CAM-20,PROD-026,2026-08-13 16:40:00,4.48,79.2,4.0,2.0,-1.5199999999999996,3.32,2.96,1.1600000000000006,0.0386666666666666,3.586666666666666,4.48,420.0,Fresco,Refrigerado,12000,Oruro,428.0,72.0,False,False,0,-0.6699999999999999,2,True,True,0,0,0,0,0,0,0,0,0,0,4392.0,,7.6,24.8,2026-07-22,22.694444444444443,False,False
22744,VIA-00948,ORD-2026-02486,CAM-20,PROD-026,2026-08-13 17:10:00,4.35,75.4,4.0,2.0,-1.6500000000000004,4.48,3.32,-0.1300000000000007,-0.0043333333333333,4.05,4.48,450.0,Fresco,Refrigerado,12000,Oruro,428.0,72.0,False,False,0,-0.6699999999999999,2,True,True,0,0,0,0,0,0,0,0,0,0,4422.0,,7.6,24.8,2026-07-22,22.71527777777778,False,False
22745,VIA-00948,ORD-2026-02486,CAM-20,PROD-026,2026-08-13 17:40:00,5.33,70.7,4.0,2.0,-0.6699999999999999,4.35,4.48,0.9800000000000004,0.0326666666666666,4.72,5.33,480.0,Fresco,Refrigerado,12000,Oruro,428.0,72.0,False,False,0,-1.11,2,True,True,0,0,0,0,0,0,0,0,0,0,4452.0,,7.6,24.8,2026-07-22,22.73611111111111,False,False
22746,VIA-00948,ORD-2026-02486,CAM-20,PROD-026,2026-08-13 18:10:00,4.24,73.4,4.0,2.0,-1.7599999999999998,5.33,4.35,-1.09,-0.0363333333333333,4.64,5.33,510.0,Fresco,Refrigerado,12000,Oruro,428.0,72.0,False,False,0,-1.11,2,True,True,0,0,0,0,0,0,0,0,0,0,4482.0,,7.6,24.8,2026-07-22,22.756944444444443,False,False
22747,VIA-00948,ORD-2026-02486,CAM-20,PROD-026,2026-08-13 18:40:00,3.11,79.5,4.0,2.0,-1.11,4.24,5.33,-1.1300000000000003,-0.0376666666666666,4.226666666666667,5.33,540.0,Fresco,Refrigerado,12000,Oruro,428.0,72.0,False,False,0,-1.67,2,True,True,0,0,0,0,0,0,0,0,0,0,4512.0,,7.6,24.8,2026-07-22,22.77777777777778,False,False
22748,VIA-00948,ORD-2026-02486,CAM-20,PROD-026,2026-08-13 19:10:00,3.9,86.9,4.0,2.0,-1.9,3.11,4.24,0.79,0.0263333333333333,3.75,4.24,570.0,Fresco,Refrigerado,12000,Oruro,428.0,72.0,False,False,0,-1.1800000000000002,2,True,True,0,0,0,0,0,0,0,0,0,0,4542.0,,7.6,24.8,2026-07-22,22.79861111111111,False,False
22749,VIA-00948,ORD-2026-02486,CAM-20,PROD-026,2026-08-13 19:40:00,3.67,85.7,4.0,2.0,-1.67,3.9,3.11,-0.2299999999999999,-0.0076666666666666,3.56,3.9,600.0,Fresco,Refrigerado,12000,Oruro,428.0,72.0,False,False,0,-1.06,2,True,True,0,0,0,0,0,0,0,0,0,0,4572.0,,7.6,24.8,2026-07-22,22.819444444444443,False,False
22750,VIA-00948,ORD-2026-02486,CAM-20,PROD-026,2026-08-13 20:10:00,3.18,70.6,4.0,2.0,-1.1800000000000002,3.67,3.9,-0.4899999999999997,-0.0163333333333333,3.583333333333333,3.9,630.0,Fresco,Refrigerado,12000,Oruro,428.0,72.0,False,False,0,-1.06,2,True,True,0,0,0,0,0,0,0,0,0,0,4602.0,,7.6,24.8,2026-07-22,22.84027777777778,False,False
22751,VIA-00948,ORD-2026-02486,CAM-20,PROD-026,2026-08-13 20:40:00,3.06,77.0,4.0,2.0,-1.06,3.18,3.67,-0.1200000000000001,-0.004,3.303333333333333,3.67,660.0,Fresco,Refrigerado,12000,Oruro,428.0,72.0,False,False,0,-1.54,1,True,True,0,0,0,0,0,0,0,0,0,0,4632.0,,7.6,24.8,2026-07-22,22.86111111111111,False,False
22752,VIA-00948,ORD-2026-02486,CAM-20,PROD-026,2026-08-13 21:10:00,3.54,88.9,4.0,2.0,-1.54,3.06,3.18,0.48,0.016,3.26,3.54,690.0,Fresco,Refrigerado,12000,Oruro,428.0,72.0,False,False,0,,0,True,False,0,0,0,0,0,0,0,0,0,0,4662.0,,7.6,24.8,2026-07-22,22.881944444444443,False,False
22753,VIA-00949,ORD-2026-01245,CAM-20,PROD-049,2026-08-07 05:02:00,2.22,77.1,4.0,2.0,-0.2200000000000002,,,,,2.22,2.22,0.0,Fresco,Refrigerado,12000,Oruro,31.0,24.0,False,False,0,-1.31,2,True,True,0,0,0,0,0,0,0,0,0,0,5634.0,,7.6,24.8,2026-07-22,16.209722222222222,False,False
22754,VIA-00949,ORD-2026-01245,CAM-20,PROD-049,2026-08-07 05:32:00,4.33,77.7,4.0,2.0,-1.67,2.22,,2.11,0.0703333333333333,3.2750000000000004,4.33,30.0,Fresco,Refrigerado,12000,Oruro,31.0,24.0,False,False,0,-1.31,2,True,True,0,0,0,0,0,0,0,0,0,0,5664.0,,7.6,24.8,2026-07-22,16.230555555555554,False,False
22755,VIA-00949,ORD-2026-01245,CAM-20,PROD-049,2026-08-07 06:02:00,3.31,76.8,4.0,2.0,-1.31,4.33,2.22,-1.02,-0.034,3.286666666666667,4.33,60.0,Fresco,Refrigerado,12000,Oruro,31.0,24.0,False,False,0,-1.46,2,True,True,0,0,0,0,0,0,0,0,0,0,5694.0,,7.6,24.8,2026-07-22,16.25138888888889,False,False
22756,VIA-00949,ORD-2026-01245,CAM-20,PROD-049,2026-08-07 06:32:00,4.05,76.9,4.0,2.0,-1.95,3.31,4.33,0.7399999999999998,0.0246666666666666,3.8966666666666665,4.33,90.0,Fresco,Refrigerado,12000,Oruro,31.0,24.0,False,False,0,-1.17,2,True,True,0,0,0,0,0,0,0,0,0,0,5724.0,,7.6,24.8,2026-07-22,16.272222222222222,False,False
22757,VIA-00949,ORD-2026-01245,CAM-20,PROD-049,2026-08-07 07:02:00,4.54,90.0,4.0,2.0,-1.46,4.05,3.31,0.4900000000000002,0.0163333333333333,3.9666666666666655,4.54,120.0,Fresco,Refrigerado,12000,Oruro,31.0,24.0,False,False,0,-1.17,2,True,True,0,0,0,0,0,0,0,0,0,0,5754.0,,7.6,24.8,2026-07-22,16.293055555555554,False,False
22758,VIA-00949,ORD-2026-01245,CAM-20,PROD-049,2026-08-07 07:32:00,3.17,73.6,4.0,2.0,-1.17,4.54,4.05,-1.37,-0.0456666666666666,3.92,4.54,150.0,Fresco,Refrigerado,12000,Oruro,31.0,24.0,False,False,0,-1.4700000000000002,2,True,True,0,0,0,0,0,0,0,0,0,0,5784.0,,7.6,24.8,2026-07-22,16.31388888888889,False,False
22759,VIA-00949,ORD-2026-01245,CAM-20,PROD-049,2026-08-07 08:02:00,3.47,74.0,4.0,2.0,-1.4700000000000002,3.17,4.54,0.3000000000000002,0.01,3.7266666666666666,4.54,180.0,Fresco,Refrigerado,12000,Oruro,31.0,24.0,False,False,0,-1.81,2,True,True,1,1,1,0,0,0,0,0,1,0,26.0,,7.6,24.8,2026-07-22,16.334722222222222,True,False
22760,VIA-00949,ORD-2026-01245,CAM-20,PROD-049,2026-08-07 08:32:00,4.19,74.1,4.0,2.0,-1.81,3.47,3.17,0.7200000000000002,0.024,3.6100000000000008,4.19,210.0,Fresco,Refrigerado,12000,Oruro,31.0,24.0,False,False,0,-0.5,2,True,True,1,1,1,0,0,0,0,0,1,0,56.0,,7.6,24.8,2026-07-22,16.355555555555554,True,False
22761,VIA-00949,ORD-2026-01245,CAM-20,PROD-049,2026-08-07 09:02:00,4.09,65.3,4.0,2.0,-1.91,4.19,3.47,-0.1000000000000005,-0.0033333333333333,3.9166666666666665,4.19,240.0,Fresco,Refrigerado,12000,Oruro,31.0,24.0,False,False,0,-0.5,2,True,True,0,1,1,0,0,0,0,0,1,0,86.0,,7.6,24.8,2026-07-22,16.37638888888889,True,False
22762,VIA-00949,ORD-2026-01245,CAM-20,PROD-049,2026-08-07 09:32:00,2.5,76.5,4.0,2.0,-0.5,4.09,4.19,-1.59,-0.053,3.5933333333333337,4.19,270.0,Fresco,Refrigerado,12000,Oruro,31.0,24.0,False,False,0,-0.98,2,True,True,0,1,1,0,0,0,0,0,1,0,116.0,,7.6,24.8,2026-07-22,16.397222222222222,True,False
22763,VIA-00949,ORD-2026-01245,CAM-20,PROD-049,2026-08-07 10:02:00,4.23,68.7,4.0,2.0,-1.7699999999999996,2.5,4.09,1.7300000000000004,0.0576666666666666,3.606666666666667,4.23,300.0,Fresco,Refrigerado,12000,Oruro,31.0,24.0,False,False,0,-0.98,2,True,True,0,1,1,0,0,0,0,0,1,0,146.0,,7.6,24.8,2026-07-22,16.418055555555554,True,False
22764,VIA-00949,ORD-2026-01245,CAM-20,PROD-049,2026-08-07 10:32:00,2.98,64.3,4.0,2.0,-0.98,4.23,2.5,-1.2500000000000004,-0.0416666666666666,3.236666666666667,4.23,330.0,Fresco,Refrigerado,12000,Oruro,31.0,24.0,False,False,0,-1.1100000000000003,2,True,True,0,1,1,0,0,0,0,0,1,0,176.0,,7.6,24.8,2026-07-22,16.43888888888889,True,False
22765,VIA-00949,ORD-2026-01245,CAM-20,PROD-049,2026-08-07 11:02:00,4.22,75.2,4.0,2.0,-1.7800000000000002,2.98,4.23,1.2399999999999998,0.0413333333333333,3.810000000000001,4.23,360.0,Fresco,Refrigerado,12000,Oruro,31.0,24.0,False,False,0,-0.54,2,True,True,0,0,1,0,0,0,0,0,1,0,206.0,,7.6,24.8,2026-07-22,16.459722222222222,True,False
22766,VIA-00949,ORD-2026-01245,CAM-20,PROD-049,2026-08-07 11:32:00,4.89,80.2,4.0,2.0,-1.1100000000000003,4.22,2.98,0.6699999999999999,0.0223333333333333,4.03,4.89,390.0,Fresco,Refrigerado,12000,Oruro,31.0,24.0,False,False,0,-0.54,2,True,True,0,0,1,0,0,0,0,0,1,0,236.0,,7.6,24.8,2026-07-22,16.480555555555554,True,False
22767,VIA-00949,ORD-2026-01245,CAM-20,PROD-049,2026-08-07 12:02:00,5.46,80.5,4.0,2.0,-0.54,4.89,4.22,0.5700000000000003,0.019,4.8566666666666665,5.46,420.0,Fresco,Refrigerado,12000,Oruro,31.0,24.0,False,False,0,-1.0,2,True,True,0,0,1,0,0,0,0,0,1,0,266.0,,7.6,24.8,2026-07-22,16.50138888888889,True,False
22768,VIA-00949,ORD-2026-01245,CAM-20,PROD-049,2026-08-07 12:32:00,3.93,72.1,4.0,2.0,-1.93,5.46,4.89,-1.5299999999999998,-0.051,4.760000000000001,5.46,450.0,Fresco,Refrigerado,12000,Oruro,31.0,24.0,False,False,0,-1.0,2,True,True,0,0,1,0,0,0,0,0,1,0,296.0,,7.6,24.8,2026-07-22,16.522222222222222,True,False
22769,VIA-00949,ORD-2026-01245,CAM-20,PROD-049,2026-08-07 13:02:00,3.0,83.5,4.0,2.0,-1.0,3.93,5.46,-0.9300000000000002,-0.031,4.13,5.46,480.0,Fresco,Refrigerado,12000,Oruro,31.0,24.0,False,False,0,-1.09,2,True,True,0,0,1,0,0,0,0,0,1,0,326.0,,7.6,24.8,2026-07-22,16.543055555555554,True,False
22770,VIA-00949,ORD-2026-01245,CAM-20,PROD-049,2026-08-07 13:32:00,3.09,80.2,4.0,2.0,-1.09,3.0,3.93,0.0899999999999998,0.0029999999999999,3.3400000000000003,3.93,510.0,Fresco,Refrigerado,12000,Oruro,31.0,24.0,False,False,0,-1.04,2,True,True,0,0,1,0,0,0,0,0,1,0,356.0,,7.6,24.8,2026-07-22,16.56388888888889,True,False
22771,VIA-00949,ORD-2026-01245,CAM-20,PROD-049,2026-08-07 14:02:00,3.14,70.0,4.0,2.0,-1.14,3.09,3.0,0.0500000000000002,0.0016666666666666,3.0766666666666675,3.14,540.0,Fresco,Refrigerado,12000,Oruro,31.0,24.0,False,False,0,-0.25,2,True,True,0,0,1,0,0,0,0,0,1,0,386.0,,7.6,24.8,2026-07-22,16.584722222222222,True,False
22772,VIA-00949,ORD-2026-01245,CAM-20,PROD-049,2026-08-07 14:32:00,3.04,74.9,4.0,2.0,-1.04,3.14,3.09,-0.1,-0.0033333333333333,3.090000000000001,3.14,570.0,Fresco,Refrigerado,12000,Oruro,31.0,24.0,False,False,0,-0.25,2,True,True,0,0,1,0,0,0,0,0,1,0,416.0,,7.6,24.8,2026-07-22,16.605555555555554,True,False
22773,VIA-00949,ORD-2026-01245,CAM-20,PROD-049,2026-08-07 15:02:00,5.75,73.3,4.0,2.0,-0.25,3.04,3.14,2.71,0.0903333333333333,3.976666666666668,5.75,600.0,Fresco,Refrigerado,12000,Oruro,31.0,24.0,False,False,0,-1.37,2,True,True,0,0,1,0,0,0,0,0,1,0,446.0,,7.6,24.8,2026-07-22,16.62638888888889,True,False
22774,VIA-00949,ORD-2026-01245,CAM-20,PROD-049,2026-08-07 15:32:00,3.37,70.2,4.0,2.0,-1.37,5.75,3.04,-2.38,-0.0793333333333333,4.053333333333334,5.75,630.0,Fresco,Refrigerado,12000,Oruro,31.0,24.0,False,False,0,-1.4400000000000004,2,True,True,0,0,1,0,0,0,0,0,1,0,476.0,,7.6,24.8,2026-07-22,16.647222222222222,True,False
22775,VIA-00949,ORD-2026-01245,CAM-20,PROD-049,2026-08-07 16:02:00,4.56,76.9,4.0,2.0,-1.4400000000000004,3.37,5.75,1.1899999999999995,0.0396666666666666,4.56,5.75,660.0,Fresco,Refrigerado,12000,Oruro,31.0,24.0,False,False,0,-1.59,1,True,True,0,0,1,0,0,0,0,0,1,0,506.0,,7.6,24.8,2026-07-22,16.668055555555554,True,False
22776,VIA-00949,ORD-2026-01245,CAM-20,PROD-049,2026-08-07 16:32:00,4.41,77.6,4.0,2.0,-1.59,4.56,3.37,-0.1499999999999994,-0.0049999999999999,4.113333333333334,4.56,690.0,Fresco,Refrigerado,12000,Oruro,31.0,24.0,False,False,0,,0,True,False,0,0,1,0,0,0,0,0,1,0,536.0,,7.6,24.8,2026-07-22,16.68888888888889,True,False
22777,VIA-00950,ORD-2026-03993,CAM-09,PROD-040,2026-08-09 04:38:00,20.16,52.5,20.0,5.0,-4.84,,,,,20.16,20.16,0.0,Seco,Seco,8000,Santa Cruz,31.0,48.0,False,False,0,-3.4499999999999997,2,True,True,0,0,0,0,0,0,0,0,0,0,6423.0,11057.0,8.8,58.6,2026-07-19,21.193055555555556,False,False
22778,VIA-00950,ORD-2026-03993,CAM-09,PROD-040,2026-08-09 05:08:00,21.55,50.1,20.0,5.0,-3.4499999999999997,20.16,,1.3900000000000006,0.0463333333333333,20.855,21.55,30.0,Seco,Seco,8000,Santa Cruz,31.0,48.0,False,False,0,-4.350000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,6453.0,11087.0,8.8,58.6,2026-07-19,21.21388888888889,False,False
22779,VIA-00950,ORD-2026-03993,CAM-09,PROD-040,2026-08-09 05:38:00,20.65,47.4,20.0,5.0,-4.350000000000001,21.55,20.16,-0.9000000000000021,-0.03,20.786666666666665,21.55,60.0,Seco,Seco,8000,Santa Cruz,31.0,48.0,False,False,0,-2.5599999999999987,2,True,True,0,0,0,0,0,0,0,0,0,0,6483.0,11117.0,8.8,58.6,2026-07-19,21.23472222222222,False,False
22780,VIA-00950,ORD-2026-03993,CAM-09,PROD-040,2026-08-09 06:08:00,19.64,43.5,20.0,5.0,-4.640000000000001,20.65,21.55,-1.009999999999998,-0.0336666666666666,20.613333333333333,21.55,90.0,Seco,Seco,8000,Santa Cruz,31.0,48.0,False,False,0,-2.5599999999999987,2,True,True,0,0,0,0,0,0,0,0,0,0,6513.0,11147.0,8.8,58.6,2026-07-19,21.255555555555556,False,False
22781,VIA-00950,ORD-2026-03993,CAM-09,PROD-040,2026-08-09 06:38:00,17.56,51.2,20.0,5.0,-2.5599999999999987,19.64,20.65,-2.080000000000002,-0.0693333333333334,19.28333333333333,20.65,120.0,Seco,Seco,8000,Santa Cruz,31.0,48.0,False,False,0,-2.6900000000000013,2,True,True,0,0,0,0,0,0,0,0,0,0,6543.0,11177.0,8.8,58.6,2026-07-19,21.27638888888889,False,False
22782,VIA-00950,ORD-2026-03993,CAM-09,PROD-040,2026-08-09 07:08:00,22.31,60.0,20.0,5.0,-2.6900000000000013,17.56,19.64,4.75,0.1583333333333333,19.836666666666662,22.31,150.0,Seco,Seco,8000,Santa Cruz,31.0,48.0,False,False,0,-0.4100000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,6573.0,11207.0,8.8,58.6,2026-07-19,21.29722222222222,False,False
22783,VIA-00950,ORD-2026-03993,CAM-09,PROD-040,2026-08-09 07:38:00,20.26,57.8,20.0,5.0,-4.739999999999998,22.31,17.56,-2.049999999999997,-0.0683333333333332,20.043333333333333,22.31,180.0,Seco,Seco,8000,Santa Cruz,31.0,48.0,False,False,0,-0.4100000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,6603.0,11237.0,8.8,58.6,2026-07-19,21.318055555555556,False,False
22784,VIA-00950,ORD-2026-03993,CAM-09,PROD-040,2026-08-09 08:08:00,15.41,40.4,20.0,5.0,-0.4100000000000001,20.26,22.31,-4.850000000000001,-0.1616666666666667,19.326666666666664,22.31,210.0,Seco,Seco,8000,Santa Cruz,31.0,48.0,False,False,0,-2.5,2,True,True,0,0,0,0,0,0,0,0,0,0,6633.0,11267.0,8.8,58.6,2026-07-19,21.33888888888889,False,False
22785,VIA-00950,ORD-2026-03993,CAM-09,PROD-040,2026-08-09 08:38:00,17.5,53.4,20.0,5.0,-2.5,15.41,20.26,2.09,0.0696666666666666,17.723333333333333,20.26,240.0,Seco,Seco,8000,Santa Cruz,31.0,48.0,False,False,0,-2.5100000000000016,2,True,True,0,0,0,0,0,0,0,0,0,0,6663.0,11297.0,8.8,58.6,2026-07-19,21.35972222222222,False,False
