fila_bronze,rule_id,columna_afectada,codigo_error,severidad,accion,tipo_problema,dimension_calidad,valor_original,detalle,estado_tratamiento,bloquea_silver,tratamiento_aplicado,detalle_resultado
19928,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19929,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19930,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19931,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19932,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19933,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19934,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19935,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19936,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19937,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19938,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19939,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19940,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19941,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19942,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19943,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19944,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19945,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-028,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19946,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-028,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19947,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-028,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19948,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-028,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19949,IOT-R015,temp_unit,PENDIENTE_CONVERSION_F,WARNING,REVISAR,CONFORMIDAD,CONFORMIDAD,F,Lectura válida en F; estandarización corresponde al tratamiento,RESUELTO,False,F_A_C,Fahrenheit convertido a Celsius en columna preparada
19949,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-028,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19950,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-028,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19951,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-028,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19952,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-028,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19953,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-028,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19954,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-028,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19955,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-028,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19956,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-028,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19957,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-028,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19958,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-028,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19959,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-028,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19960,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-028,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19961,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-028,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19962,IOT-R018,temperatura_cabina_c,VALOR_CENTINELA,CRITICAL,CUARENTENA,VALIDEZ,VALIDEZ,-999.0,-999 es centinela: lectura no evaluable para rangos térmicos,PENDIENTE,True,NINGUNO,Se resuelve solo al registrar una acción validada
19962,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-028,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19963,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-028,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19964,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-028,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19965,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-028,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19966,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-028,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19967,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-028,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19968,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-028,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19969,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19970,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19971,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19972,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19973,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19974,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19975,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19976,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19977,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19978,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19979,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19980,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19981,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19982,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19983,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19984,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19985,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19986,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19987,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19988,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19989,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19990,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19991,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
19992,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-016,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
20039,IOT-R029,temp_unit,UNIDAD_NO_ESPERADA,CRITICAL,CUARENTENA,DOMINIO,VALIDEZ,K,Kelvin no es una unidad operacional admitida para AndinaLog; revisar procedencia,PENDIENTE,True,NINGUNO,Se resuelve solo al registrar una acción validada
20071,IOT-R016,temperatura_cabina_c,FALTANTE,CRITICAL,CUARENTENA,FALTANTE,COMPLETITUD,,Temperatura vacía,PENDIENTE,True,NINGUNO,Se resuelve solo al registrar una acción validada
20089,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
20089,IOT-R027,camion_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
